,question_idx,claim,label,evidence,assertions
178,271,Ted Bundy committed assaults in the seventies.,SUPPORTS,"Theodore Robert Bundy (né Cowell; November 24, 1946 – January 24, 1989) was an American serial killer who kidnapped, raped and murdered dozens of young women and girls during the 1970s and possibly earlier. After more than a decade of denials, he confessed to 30 murders committed in seven states between 1974 and 1978. His true victim total is unknown.[6]. Bundy often employed charm to disguise his murderous intent when kidnapping victims, and extended this tactic vis-a-vis law enforcement, the media and the criminal justice system to maintain his claims of innocence. His usual technique involved approaching a female in public and luring her to a vehicle parked in a more secluded area, at which point she would be beaten unconscious, restrained with handcuffs and taken elsewhere to be sexually assaulted and killed..","1. The observation states that Ted Bundy ""kidnapped, raped and murdered dozens of young women and girls during the 1970s and possibly earlier."" This supports the claim that he committed assaults in the seventies. 
"
179,1063,Inhumans are DC characters.,REFUTES,"The Inhumans are a superhuman race of super beings appearing in American comic books published by Marvel Comics. The comic book series has usually focused more specifically on the adventures of the Inhuman Royal Family, and many people associate the name ""Inhumans"" with this particular team of superpowered characters.. The Inhumans first appeared in Fantastic Four #45 (December 1965), though members Medusa and Gorgon appeared in earlier issues of that series (#36 and #44, respectively). Their home, the city of Attilan, was first mentioned years earlier, in a Tuk the Caveboy story written and drawn by Jack Kirby that appeared in Captain America Comics #1 (March 1941). The city was described as the home of a race that was evolutionarily advanced when human beings were still in the Stone Age.[1][2][3].","1. The observation clearly states that the Inhumans are characters published by Marvel Comics, not DC characters. 
"
180,2687,Big Show was born over international waters.,NOT ENOUGH INFO,"Could not find Big Show birthplace. Similar: ['George Washington Birthplace National Monument', 'Big Brother Naija (season 8)', 'Big Brother Naija', 'Big Brother Naija (season 7)', 'President William Jefferson Clinton Birthplace Home National Historic Site'].","1. Since I could not find any information about Big Show's birthplace, I do not have enough information to determine if the claim is true or not. 
"
181,2475,The Illusionist was a commercial and critical success.,SUPPORTS,"Could not find [The Illusionist]. Similar: ['The Illusionist (2006 film)', 'The Illusionist', 'David Copperfield (illusionist)', 'The Illusionists', 'David Blaine (redirect from David Blaine (illusionist))'].The Illusionist is a 2006 American romantic mystery film written and directed by Neil Burger, and starring Edward Norton, Paul Giamatti, and Jessica Biel. Based loosely on Steven Millhauser's short story ""Eisenheim the Illusionist"", it tells the story of Eisenheim, a magician in turn-of-the-century Vienna, who reunites with his childhood love, a woman far above his social standing. It also depicts a fictionalized version of the Mayerling incident.. It premiered at the 2006 Sundance Film Festival and opened the 2006 Seattle International Film Festival; it was distributed in limited release to theaters on August 18, 2006, and expanded nationwide on September 1. It was a commercial and critical success..","1. The observation states that The Illusionist (2006 film) was a ""commercial and critical success"", which supports the claim. 
"
182,2509,Stephen Rider acted in the show Lucky 7.,SUPPORTS,"Stephen Rider (born September 25, 1979) is an American film and television actor. He is known for playing Blake Tower in the Marvel series Daredevil, Admiral Stephen W. Rochon in the film The Butler, and Eric Millworth in the ABC series Lucky 7.. Rider was discovered by Denzel Washington in a play in 2006, and Washington brought him into his 2007 biographical drama film The Great Debaters, which was Rider's feature film debut.[1]. In 2013, Rider played the role of Seeker Reed in the science fiction film The Host and later played the role of Admiral Stephen W.",
183,1821,Jennifer Aniston is a Canadian.,REFUTES,"Jennifer Joanna Aniston (born February 11, 1969) is an American actress, producer and businesswoman. She rose to international fame for her role as Rachel Green on the television sitcom Friends from 1994 to 2004, for which she earned Primetime Emmy, Golden Globe, and Screen Actors Guild awards. Since her career progressed in the 1990s, she has become one of the world's highest-paid actresses.[1]. The daughter of actors John Aniston and Nancy Dow, she began working as an actress at an early age with an uncredited role in the 1988 film Mac and Me. Her first major film role came in the 1993 horror comedy Leprechaun.","1. The observation says that Jennifer Aniston is an American actress, so she is not Canadian. 
"
184,216,The Amanda Show was the first female-created show on Nickelodeon.,REFUTES,"The Amanda Show is an American live action sketch comedy and variety show television series created by Dan Schneider that aired on Nickelodeon from October 16, 1999 to September 21, 2002. It starred Amanda Bynes, Drake Bell, and Nancy Sullivan, and featured John Kassir, Raquel Lee, and Josh Peck. The show was a spin-off from All That, in which Bynes had co-starred for several years. The show ended on September 21, 2002. Writers for the show included Schneider, John Hoberg, Steven Molaro, and Andrew Hill Newman..","1. The observation says that The Amanda Show was created by Dan Schneider, not a female. So it is not the first female-created show on Nickelodeon. 
"
185,2742,Venus has an atmosphere consisting of carbon dioxide.,SUPPORTS,"The atmosphere of Venus is primarily of supercritical carbon dioxide and is much denser and hotter than that of Earth. The temperature at the surface is 740 K (467 °C, 872 °F), and the pressure is 93 bar (1,350 psi), roughly the pressure found 900 m (3,000 ft) underwater on Earth. The Venusian atmosphere supports opaque clouds of sulfuric acid, making optical Earth-based and orbital observation of the surface impossible. Information about the topography has been obtained exclusively by radar imaging. Aside from carbon dioxide, the other main component is nitrogen.","1. The observation states that the atmosphere of Venus is primarily carbon dioxide, so the claim that Venus has an atmosphere consisting of carbon dioxide is supported. 
"
186,205,Selena Gomez has more followers than anyone else in the world.,SUPPORTS,"Selena Marie Gomez (/səˈliːnə ˈɡoʊmɛz/ sə-LEE-nə GOH-mez; born July 22, 1992) is an American singer, actress, businesswoman and producer. She has won numerous accolades, including an American Music Award, two MTV Video Music Awards, broke 16 Guinness World Records, and received nominations for two Grammy Awards, a Golden Globe Award, and four Emmy Awards. One of the most influential people on social media, Gomez is the most-followed woman on Instagram and one of the most-followed people on Twitter. She was included in the Time 100 in 2020, and was named Billboard's Woman of the Year in 2017.. Gomez began her career as a child actress, starring on the children's television series Barney & Friends (2002–2004).","1. The observation states that Selena Gomez is the most-followed woman on Instagram, therefore she likely has more followers than anyone else in the world. 
"
187,643,The Portuguese Empire existed during the Renaissance.,SUPPORTS,"The Portuguese Empire (Portuguese: Império Português), also known as the Portuguese Overseas (Ultramar Português) or the Portuguese Colonial Empire (Império Colonial Português), was composed of the overseas colonies, factories, and the later overseas territories governed by Portugal. It was one of the longest-lived colonial empires in European history, lasting almost six centuries from the conquest of Ceuta in North Africa, in 1415, to the transfer of sovereignty over Macau to China in 1999. The empire began in the 15th century, and from the early 16th century it stretched across the globe, with bases in Africa, North America, and South America, and various regions of Asia and Oceania.[3][4][5]. The Portuguese Empire originated at the beginning of the Age of Discovery, and the power and influence of the Kingdom of Portugal would eventually expand across the globe. In the wake of the Reconquista, Portuguese sailors began exploring the coast of Africa and the Atlantic archipelagos in 1418–1419, using recent developments in navigation, cartography, and maritime technology such as the caravel, with the aim of finding a sea route to the source of the lucrative spice trade.","1. The observation says that the Portuguese Empire began in the 15th century and expanded across the globe from the early 16th century. Since the Renaissance occurred from the 14th to the 17th centuries, the Portuguese Empire did exist during the Renaissance. 
"
188,528,"Leukemia developed in 352,000 people in Spain.",NOT ENOUGH INFO,"Could not find leukemia cases in Spain. Similar: ['Plasma cell dyscrasias (section Plasma Cell Myeloma with concomitant chronic Lymphocytic Leukemia/monoclonal B-Cell Lymphocytosis)', 'Mosquito bite allergy (category CS1 Spanish-language sources (es))', 'List of tuberculosis cases', 'Down syndrome (category CS1 Mexican Spanish-language sources (es-mx))', 'Hodgkin lymphoma (section Notable cases)'].","1. Since I could not find the specific information on the number of people in Spain who developed leukemia, there is not enough information to support or refute the claim. 
"
